Kenmerk,Onderwerp,Toelichting,Reactie
ERP,[KvK | Deponeren | Rapport] Foutmelding bij deponeren cijfers 2023: exacte beschrijving van de foutmelding ontbreekt.,"Probleembeschrijving: Ik probeer cijfers 2023 te deponeren en krijg een foutmelding. Zou u willen aangeven wat de foutmelding inhoudt en hoe ik het kan herstellen, zodat ik de cijfers kan deponeren? Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt voordat de foutmelding verschijnt? - nvt - Sinds wanneer speelt dit probleem en heeft het eerder gewerkt? - sinds vandaag. Gisteren heb ik vanuit dezelfde omgeving nog wel 2 jaarrekeningen kunnen deponeren - Heb je al geprobeerd om een andere rapportage te draaien of instellingen aan te passen in AFAS Software? - nvt","Beste Erwin, Fijn om je gesproken te hebben! De fout ontstond doordat het vinkje ""Afdrukken KvK-stukken"" uit stond. We hebben dit aangezet en je hebt de stukken opnieuw gedeponeerd. De foutmelding zal niet meer optreden, omdat Profit nu de juiste rapporten kan afdrukken om de stukken te deponeren. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit het incident hierbij af. Wil je mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Alvast bedankt en ik wens je een fijne dag! 🌟 Met vriendelijke groet, Adora Weustink"
HRM,"[Conditie] Onterecht afgeronde items in workflows door foutieve conditie ""Datum uitdienst <[Vandaag]"".","Probleembeschrijving: We hebben vrijdag 25 april 2025 drie workflows aangepast met de conditie ""Automatisch afhandelen i.v.m. uitdienst"". De gegevensverzameling Actuele gegevens medewerker per dienstverband was toegevoegd, het veld ""Datum uit dienst"" is toegevoegd, en er is een filter gemaakt waarbij met ""Datum uit dienst <[Vandaag]. De conditie heet ""Datum uitdienst <[Vandaag]"". Dit was getest en heeft vrijdag gewerkt. En ook nu kunnen we er niet achter komen waarom het fout is gegaan. Maar er zijn inmiddels 1500 items onterecht afgerond. Het gaat om de workflows ""Jaargesprekken"", ""Formulier einde proeftijd"" en ""Frequent verzuimgesprek"". Zie bijvoorbeeld medewerkers jaargesprek: 4462 en 161262 Zie bijvoorbeeld medewerkers frequent verzuim: 218023 en 194302 Zie bijvoorbeeld medewerkers formulier proeftijd gesprek: 221069 en 235856. Graag jullie hulp in het uitzoeken waarom dit fout is gegaan en hoe we het terug kunnen draaien. Vriendelijke groet, Carolien Hamersma Aanvullende details: - Kun je bevestigen of de workflows ""Jaargesprekken"", ""Formulier einde proeftijd"" en ""Frequent verzuimgesprek"" dezelfde configuratie hebben qua filter en gegevensverzameling? - Ja. - Zijn er specifieke wijzigingen in de omgeving geweest sinds vrijdag 25 april die mogelijk invloed hebben gehad op deze workflows? - Nee. - Kun je aangeven hoe het testen van de aangepaste workflows is uitgevoerd, inclusief welke scenario's zijn getest? - Nee.","Beste Carolien, Ik heb het verder bekeken en hieronder deel ik je mijn bevindingen. - Vermoedelijk gaat het fout aangezien er enkel gewerkt wordt met <[vandaag]. Als je filtert met de tag <[vandaag] voldoen namelijk alle datums voor de huidige datum aan het filter EN alle datumvelden die geen datum bevatten. Je kunt dit voorkomen met de tag [Is niet leeg] (zie b1). - Zie ook: https://help.afas.nl/help/NL/SE/Ins_Wrkflw_Cndtn_Check.htm#:~:text=Condities%20op%20(lege)%20datumvelden Zoals ik in mijn vorige reacties ook heb aangegeven gaat dit om de inrichting en kunnen wij op Support hier beperkt op ondersteunen. Dit valt namelijk niet onder de dienstverlening van Support. Ik wil je daarom vragen of met bovenstaande informatie in gesprek te gaan met jullie partner over de inrichting. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Nog een mooie dag vandaag! Met vriendelijke groet, Anne May de Ruwe Nog niet over op het nieuwe onboarden? De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
ERP,"[Geblokkeerde gegevens] Afschrift van 13 maart geblokkeerd na vastlopen in Afas, geen blokkering zichtbaar.","Probleembeschrijving: Ik ben 24 april uit Afas geklapt omdat de computer bleef hangen, in een aflettering van de Bank. Ik kan inmiddels wel weer in de bank maar het betreffende afschrift van 13 maart staat geblokkeerd. Ik weet nu niet meer hoe ik dit moet oplossen. Staat geen blokkering bij Algemeen / blokkering. (Bank ABN AMRO via Bankafschriften Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen om het probleem te reproduceren? - Ik heb via blokkering brekingssessie de blokkering op de bank kunnen opheffen maar niet van het betreffende afschrift. - Speelt dit probleem bij meerdere gebruikers of alleen bij jou? - alleen bij mij - Wat is de gewenste situatie, bijvoorbeeld dat het afschrift weer beschikbaar wordt? - Dat ik kan afletteren om de openstaande posten door te kunnen geven aan deze klant. Nu staat er een totaalbedrag.","Hoi Thomas, Het is opgelost. Heb er 2 facturen uitgehaald en nu kan ik in de bank. Gezellige avond en bedankt. Groetjes Ria"
ERP,"[Geblokkeerde gegevens] Afschrift van 13 maart geblokkeerd na vastlopen in Afas, geen blokkering zichtbaar.","Probleembeschrijving: Ik ben 24 april uit Afas geklapt omdat de computer bleef hangen, in een aflettering van de Bank. Ik kan inmiddels wel weer in de bank maar het betreffende afschrift van 13 maart staat geblokkeerd. Ik weet nu niet meer hoe ik dit moet oplossen. Staat geen blokkering bij Algemeen / blokkering. (Bank ABN AMRO via Bankafschriften Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen om het probleem te reproduceren? - Ik heb via blokkering brekingssessie de blokkering op de bank kunnen opheffen maar niet van het betreffende afschrift. - Speelt dit probleem bij meerdere gebruikers of alleen bij jou? - alleen bij mij - Wat is de gewenste situatie, bijvoorbeeld dat het afschrift weer beschikbaar wordt? - Dat ik kan afletteren om de openstaande posten door te kunnen geven aan deze klant. Nu staat er een totaalbedrag.","Goedemiddag Ria, Je geeft aan dat je hebt gekeken onder blokkeringen bij de boekingssessies. Top! Het linkt alsof je nu nog bij de gegevens moet zijn bij blokkeringen. Voor de volledigheid: - Ga naar: Algemeen / Inrichting / Blokkeringen / Gegevens (gebruiker). - Zoek naar een blokkering door gebruiker 49486.Ria. - Als je een blokkering ziet, selecteer deze en klik op Acties / Geef gegevens vrij. Wil je hier kijken om te zien of je hierna wel het afschrift weer kunt openen? Dit moet de foutmelding eigenlijk altijd oplossen. Mocht dit niet werken, dan wil ik graag met je meekijken. Wanneer kan ik je bereiken? Met vriendelijke groet, Thomas de Krosse Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
HRM,[Roosterwijziging] Veld Organisatorische eenheid niet bijgewerkt in InSite na wijziging.,"Probleembeschrijving: Beste, Bij de workflow Roosterwijzigingen (Dossieritemnummer: -25) wordt het veld Organisatorische eenheid niet bijgewerkt na een wijziging. In Profit is de wijziging wel zichtbaar, maar in InSite blijft de oude informatie staan. Hierdoor hebben onze medewerkers het idee dat de wijziging niet is gedaan. Ik heb een bijlage toegevoegd met screenshots ter verduidelijking. Zouden jullie kunnen meekijken? Alvast bedankt! Met vriendelijke groet, Lars van Miltenburg Aanvullende details: - Kun je aangeven of dit probleem zich voordoet bij alle medewerkers of slechts bij specifieke medewerkers? - Bij alle medewerkers - Kun je beschrijven welke stappen je precies doorloopt bij het wijzigen van het veld Organisatorische eenheid? - Mijn Team > Uren aanpassen medewerker > Medewerker opzoeken (in dit geval Wina) > DV 1 selecteren > Ingangsdatum selecteren > OE wijzigen > Aanmaken > daarna is op de beoordelen pagina de wijziging niet zichtbaar > als je vervolgens alle stappen van de workflow doorloopt, is de wijziging wel zichtbaar in Profit, maar niet in InSite. - Kun je bevestigen of er recent wijzigingen zijn doorgevoerd in de workflow of in de instellingen van InSite? - Voor deze workflow zijn er recent geen aanpassingen gedaan","Beste Lars, Bedankt voor het aanleveren van de kopie. Ik ben er verder voor je ingedoken en hieronder deel ik je mijn bevindingen. - In principe is een roosterwijziging alleen om het aantal uren te wijzigen. Daarom zie je bij het beoordelen onder het kopje aanpassingen ook alleen de aanpassingen op rooster niveau (zie b1). Als je het veld organisatorische eenheid wel laat zien bij het aanmaken en een wijziging hierop doorvoert, wordt dit inderdaad wel in Profit doorgevoerd. Dit wordt alleen niet getoond bij het beoordelen, aangezien dit niet de bedoeling is van een roosterwijziging. - Het wijzigen van de organisatorische eenheid is het wijzigen van de functie. Als ik een functiewijziging doorvoer en deze op beoordelen zet, dan zie je netjes onder het kopje aanpassingen dit naar voren komen (zie b2). - Wil je dus de OE wijzigen bij een roosterwijziging? Dan zal je een functiewijziging moeten kiezen om bij het beoordelen ook deze aanpassingen te kunnen zien. Er gaat hier dus niks fout, omdat dit de werking is van de functionaliteit. Ik ga ervan uit je voldoende te hebben geïnformeerd en sluit hierbij het incident! Met vriendelijke groet, Anne May de Ruwe Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
ERP,"[Balans en Toelichting op de balans met tekst] Rapport ""Balans"" niet zichtbaar in Rapportagecockpit, terwijl het onder beheer staat.","Probleembeschrijving: Goedemiddag, Ik wil een rapport van een vereenvoudigde balans per maand uitdraaien, zoals deze via de Rapportagecockpit gegenereerd wordt. Het rapport voor Winst en Verlies is wel zichtbaar bij de rapporten, maar de Balans niet. Terwijl ik deze wel onder beheer zie staan. Hoe krijg ik het rapport ""Balans"" zichtbaar? Aanvullende details: - Waar loop je precies tegenaan bij het zichtbaar maken van het rapport? - NVT - Sinds wanneer speelt dit probleem? - Vorige week. - Tot wanneer werkte het nog wel? Is er sindsdien iets gewijzigd/aangepast? Wat is er vanaf dat moment veranderd? - NVT","Beste Maikel V.C., Het rapport wat je zoekt, is niet beschikbaar op deze plek. Raadpleeg het rapport via rapport raadpleegt via Financieel / Grootboek / Overzicht / Rapportagecockpit. In deze weergave kan je een nieuwe rapportage aanmaken waar je vervolgens een periode kan selecteren. Op de tweede pagina van de wizard is het mogelijk om het rapport te koppelen. Lost dit het probleem niet op? Druk dan op ""Niet Akkoord"" en geef een toelichting. Ik ga er voor nu van uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Met vriendelijke groet, Stijn van Brummelen Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
ERP,[Inkoopfactuur | verplichting | geblokkeerd voor betaling] Facturen van crediteur Adyen worden zonder beoordeling goedgekeurd in administratie 8.,"Probleembeschrijving: Vervolg ticket 2342597 In het ticket 2342597 werden wij verwezen naar onze ICT voor inrichting. Wij hebben het ticket samen bekeken en komen tot de conclusie dat dit geen inrichtingsvraag is, omdat er geen workflow wordt gestart. Het is voor ons dus niet mogelijk om te kijken wat er fout gaat, aangezien er dus geen workflow wordt gestart. Probleem: Tijdens het inboeken van facturen via E-factuur > boeken journaalpost krijgen we bij crediteuren met verplichtingen de melding: ""Voor crediteur [CREDITEURNAAM] zijn niet-afgehandelde verplichtingen aanwezig. Wil je deze nu afboeken?"" Als wij op ""ja"" drukken, dan kunnen wij de verplichtingen selecteren. Wat gaat er exact fout: Wij hebben 29 facturen ingeboekt van crediteur Adyen, waarvan 14 facturen met een verplichting. In onze instellingen hebben wij ingericht dat als een factuur (met een foutmarge van 2% op het bedrag) overeenkomt met de verplichting, deze uitsluitend goedgekeurd hoeft te worden door de verantwoordelijke. Echter, in administratie 8 (Henri Willig Germany GmbH) zijn er facturen niet in de workflow gekomen. De factuur werden zonder beoordeling goedgekeurd voor betaling en dit is onwenselijk. Voor andere administraties is dit wel correct gegaan. Aanvullende details: - Welke stappen doorloop je precies bij het inboeken van de facturen en het afhandelen van verplichtingen? - Tijdens het inboeken van facturen via E-factuur > boeken journaalpost krijgen we bij crediteuren met verplichtingen de melding: ""Voor crediteur [CREDITEURNAAM] zijn niet-afgehandelde verplichtingen aanwezig. Wil je deze nu afboeken?"" - Kun je bevestigen of dit probleem alleen speelt binnen administratie 8 (Henri Willig Germany GmbH) of ook elders? - Alleen in administratie 8 Henri Willig Germany GmbH - Is er een verschil in inrichting tussen administratie 8 en andere administraties waar het wel correct werkt? - Wij kunnen dit niet zien, omdat er geen workflow wordt gestart.","Beste Sam, Goed elkaar even gesproken te hebben! Ik ben intern na gaan vragen over de werking tussen de workflow inkoopfacturen en verplichtingen. Daaruit kwam dat deze situatie ontstaat zodra er bij de factuur een verplichting is gekoppeld (afgeboekt). Als de verplichting geen vinkje ''Geblokkeerd voor betaling'' heeft (via Financieel / Contractbeheer / Verplichtingen te openen), en het factuurbedrag is lager of gelijk aan dat van de betreffende verplichting, dan wordt er geen workflow gestart. We halen dan ook het veld ''Beoordelaar'' in de boekingsregel automatisch leeg (en zetten deze dicht). De visie hierachter is: als de verplichting reeds is goed bevonden (want niet (meer) geblokkeerd voor betaling), en deze wordt gekoppeld bij een factuur waarvan het bedrag lager of gelijk is aan die verplichting, dan hoeft er geen workflow meer gestart te worden om te beoordelen. Wil je bovenstaande niet? Dan is het zaak om de verplichting dus geblokkeerd voor betaling te houden (dit kan per regel van de verplichting). Zolang de verplichting het vinkje ''Geblokkeerd voor betaling'' heeft als deze wordt gekoppeld bij de boeking van de factuur, dan zal de workflow altijd worden gestart. Bij het accorderen van de inkoopfactuur via de workflow wordt dan ook automatisch de verplichting gedeblokkeerd (vrijgegeven). In dit Help-item https://help.afas.nl/help/NL/SE/Fin_Cntrct_Debt.htm?query=verplichting%20blokkeren vind je de verschillende mogelijkheden om verplichtingen toe te voegen. Hierbij kun je ze dan ook direct laten blokkeren. Bij het contract kun je dit dus direct in de wizard/tijdens het aanmaken doen. Komen de verplichtingen voort uit inkooporders, dan stel je het blokkeren in het inkooprelatieprofiel in dat aan de betreffende leverancier is gekoppeld. Dit doe je via Algemeen / Inrichting / Integratie-instellingen / Inkooprelatieprofiel / Dubbelklikken op het inkooprelatieprofiel / Tabblad ''Algemeen'' - veld ''Verplichtingen blokkeren voor betaling'' onder het kopje Inkooporder. Als je een inkoopfactuur dus wilt beoordelen voordat deze wordt gedeblokkeerd voor betaling heb je dus twee opties: 1. De verplichting waaraan de inkoopfactuur wordt gekoppeld is geblokkeerd voor betaling 2. De verplichting wordt na het inboeken van de inkoopfactuur gekoppeld aan de verplichting Voor nu ga ik ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Jasper Oud Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
ERP,[Kenmerk | Betaalopdracht | Boekstuk | Factuur] Batchbetaling toont geen factuurnummers in de omschrijving voor MCB Direct.,Probleembeschrijving: Enige tijd geleden heb ik voor ticket 2288145 al contact met jullie gehad. Toen was het probleem dat de leveranciers bij een batch betaling een . of niets zagen in de omschrijving. Toen hebben we dat dacht ik op kunnen lossen maar ik krijg weer te horen dat de vermelding niet goed gaat. Als ik de batch bekijk zie ik er ook geen omschrijving staan. Het gaat voornamelijk om MCB Direct Valkenswaard. Mijn collega heeft op 24-04 een batch klaargezet voor 28-04. Als ik die batch bekijk zie ik bijgevoegde informatie. Wat moet er ingesteld worden dat er wel factuurnummers gemeld worden in de omschrijving? Aanvullende details: - Kun je bevestigen of de instellingen die je eerder hebt aangepast nog steeds correct zijn? - Ja zoals ik het zie wel. - Kun je aangeven of de instellingen die je hebt aangepast specifiek zijn voor de leverancier MCB Direct of voor alle leveranciers? - Meerdere leveranciers. Als ik kijk naar verdichten dan komt er wel een tekst in de omschrijving met factuur:. maar daarna blijft het blanco. - Kun je bevestigen of de instellingen voor de betaalopdracht correct zijn ingesteld voor het opnemen van factuurnummers? - Ja zoals ik het lees wel.,"Beste Carel, Goed om je gesproken te hebben! Het betalingskenmerk wordt bij jullie niet overgenomen omdat het niet voldoet aan de specificaties van het NL-betalingskenmerk. Wij voeren hier een controle op uit. Als voorbeeld heb ik één van jullie kenmerken uitgewerkt. Het kenmerk ""9081082872"" bestaat uit 9 cijfers, wat betekent dat het een controlecijfer (C) en een lengtecode (L) bevat. De opbouw van de toegestane lengtes is: 9 cijfers = C+L+7N waarbij L=7. Hier is hoe ik het controlecijfer berekend heb: Gewichten: De gewichten voor de cijfers zijn vanaf rechts naar links: 2, 4, 8, 5, 10, 9, 7, 3, 6. Berekening: - 2 × 2 = 4 - 7 × 4 = 28 - 8 × 8 = 64 - 2 × 5 = 10 - 0 × 10 = 0 - 1 × 9 = 9 - 8 × 7 = 56 - 0 × 3 = 0 - 9 × 6 = 54 Som van de producten: 4 + 28 + 64 + 10 + 0 + 9 + 56 + 0 + 54 = 225 Modulus 11: 225 % 11 = 5 (restwaarde) Controlecijfer C: 11 - 5 = 6 Het eerste cijfer van het betalingskenmerk is 9, wat niet overeenkomt met het berekende controlecijfer 6. Daarom voldoet dit betalingskenmerk niet aan de specificaties voor een correct NL-betalingskenmerk. Het controlecijfer zou 6 moeten zijn om correct te zijn. Wat betreft het overnemen van het factuurnummer in de omschrijving: hiervoor moet het boekstuknummer gevuld zijn. Meer informatie over de voorwaarden voor het overnemen van het factuurnummer vind je in dit helpartikel: https://help.afas.nl/help/NL/SE/Fin_Paymnt_SEPA_Check.htm. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit het incident hierbij af. Wil je mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Alvast bedankt en ik wens je een fijne dag! 🌟 Met vriendelijke groet, Adora Weustink Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
HRM,Vervanger instellen voor zieke leidinggevende met dezelfde taken.,Probleembeschrijving: Hoe kun je een vervanger instellen voor een leidinggevende die ziek is? De vervanger moet dezelfde taken te zien krijgen als degene die ziek is. Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen om de vervanging in te stellen? - Op de verzuimregel hebben we de vervanger ingesteld. - Speelt dit probleem bij meerdere vervangers of slechts bij één specifieke situatie? - Algemeen willen we weten hoe dit juist in te stellen. - Heb je geprobeerd de instellingen te controleren of een andere rol toe te wijzen aan de vervanger? - Nee,"Beste Alexandra, Om een vervanger in te stellen voor een zieke leidinggevende, zodat deze dezelfde taken te zien krijgt, kun je de volgende stappen doorlopen: 1. Vervanger instellen in de verzuimregel - Ga naar de verzuimregel van de zieke leidinggevende. - Vul in de verzuimregel het veld Vervanger in. Dit zorgt ervoor dat de vervanger taken van de zieke leidinggevende kan overnemen. - Controleer in de eigenschappen van de leidinggevende, op het tabblad Samenwerken, of het veld Huidige vervanger correct is gevuld. Dit veld wordt automatisch gevuld op basis van de verzuimregel. 2. Controleer de workflowinstellingen - Ga naar de workflow van de taken die de leidinggevende normaal afhandelt. - Controleer of de volgende basisrollen in de workflow zijn opgenomen als bestemming: - Huidige vervanger bestemming - Huidige vervanger instuurder - Huidige vervanger verantwoordelijke - Voeg deze basisrollen toe als bestemming in de workflow als dat nog niet is gebeurd. Dit zorgt ervoor dat de taken automatisch naar de vervanger gaan. 3. Controleer de autorisatie - Controleer of de vervanger de juiste autorisatie heeft op de medewerkers van de zieke leidinggevende. Dit kan door de vervanger in dezelfde gebruikersgroep te plaatsen als de leidinggevende. Dit zorgt ervoor dat de vervanger de juiste rechten heeft op de medewerkers. 4. Controleer op conflicten - Controleer of de zieke leidinggevende niet gelijktijdig een verlof- en verzuimregel heeft. In dat geval wordt de vervanger uit de verzuimregel gebruikt. Als deze niet is gevuld, krijgt niemand de taken. - Controleer of de vervanger zelf niet afwezig is door verlof of verzuim. In dat geval gaan de taken niet door naar een vervanger van de vervanger. 5. Taken direct zichtbaar maken - Als de taken niet direct zichtbaar zijn bij de vervanger, kun je de workflow als volgt bijwerken: 1. Open de workflow en pas de bestemming in de betreffende taak aan. 2. Publiceer de workflow. 3. Zet de bestemming terug. 4. Publiceer de workflow nogmaals. 6. Controleer de takenlijst - Controleer of de taken van de zieke leidinggevende nu zichtbaar zijn in de takenlijst van de vervanger. ### Belangrijke aandachtspunten - Zorg ervoor dat de vervanger niet alleen de taken kan zien, maar ook de juiste rechten heeft op de medewerkers en dossiers. - Als de vervanger ook InSite-rollen van de leidinggevende nodig heeft, overweeg een aparte vervangersrol aan te maken. Met deze stappen kun je een vervanger correct instellen en ervoor zorgen dat de taken van de zieke leidinggevende bij de vervanger terechtkomen. Met vriendelijke groet, Marlou Van Burgsteden Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
ERP,[Inkoopfactuur | workflow] Beoordelaar in de workflow wordt niet aangepast na wijzigen van beoordelaar in de financiële mutatie,"Probleembeschrijving: Vervolg ticket 2342599 Wij passen de beoordelaar aan in de regel. Helaas wordt dit niet overgenomen in de kop. De kop is bij ons niet aanpasbaar (grijs veld). Vandaar dat wij ons afvragen of wij dit ook kunnen wijzigen. Wij hebben gezeten met onze succesbeheerder. En die verwijst ons weer terug naar Afas. De workflow kijkt namelijk naar beoordelaar in de kop. Zie in de bijlage een filmpje met dat wij beoordelaar wijzigen in de regel en dat het veld in de kop niet wordt gewijzigd. Na het inboeken van de factuur, komt de factuur in Insite bij de verantwoordelijke beoordelaar uit de kop. De beoordelaar uit de kop staat ingesteld bij de crediteur. Alvast bedankt Aanvullende details: - Kun je bevestigen of de beoordelaar in de kop automatisch wordt ingesteld op basis van de crediteur? - Ja dit klopt. - Is het gewenst dat de beoordelaar in de kop automatisch wordt aangepast op basis van de regel? - Ja klopt ook of de kop moet ook aanpasbaar kunnen worden. - Kun je aangeven of er specifieke instellingen in de workflow zijn die dit gedrag veroorzaken? - Nee die zijn er niet volgens onze succesbeheerder","Beste Sam, Zojuist heb ik je geprobeerd telefonisch te bereiken, maar kreeg je helaas niet te pakken. Zoals afgesproken ben ik hier nog verder ingedoken. Ik heb dit voorgelegd aan een Servicemanager om samen te controleren hoe dit eventueel in de workflow ingericht kan worden. De wens is namelijk om vanuit de workflow de inkoopfactuur middels een actie terug te zetten, waarna er weer opnieuw naar de beoordelaar in de financiële mutatie wordt gekeken en dat deze persoon ook als verantwoordelijke wordt gemaakt. Daaruit kwam dat als je de standaard workflow pakt voor inkoopfacturen en hierin een stap toevoegt dat je weer naar stap 1 van de workflow gaat, de workflow dan wel de verantwoordelijke verplaatst naar de nieuwe beoordelaar (en dus gebruiker). De werkwijze die wordt aangeraden is echter wel dat je de bijlage verwijdert, de beoordelaar wijzigt en opnieuw de bijlage koppelt zoals aangegeven in mijn vorige bericht. In de standaard workflow werkt dus het proces van de beoordelaar van de financiële mutatie wijzigen. Dan wijzigt de workflow van zichzelf. Nou gebeurt dit niet in jullie huidige workflow. Ik zie dat er vanuit waarde toekennen namelijk naar de Verantwoordelijke van het dossier wordt gekeken om de beoordelaar te vullen voor dit proces (zie ab 1 en 2). Dit is waarom na het opnieuw insturen van de workflow / de beoordelaar wijzigen van de financiële mutatie nu niet de wijziging doorvoert. Ik ga ervan uit dat je hiermee de workflow weer naar wens kan inrichten! Mocht je er toch niet uitkomen, moet ik je helaas wel naar Servicemanagement sturen voor de inrichting. Maar ik weet vrijwel zeker dat als je de waarde toekennen uit de workflow haalt, dat de workflow naar wens werkt. Alvast nog even de informatie voor Servicemanagement hieronder. Ik ga ervan uit dat je hiermee het proces naar wens kan inrichten en zal dus het incident alvast sluiten. Mocht je er toch niet helemaal uitkomen of zijn er vragen, ga dan niet akkoord. Voor de inrichting van de workflow moet ik je dus wel naar Servicemanagement verwijzen: Op basis van de door jou aangeleverde informatie zien wij dat je vraag gaat over de inrichting van Profit. Helaas kan Support je daarop niet ondersteunen. Het team Servicemanagement helpt jou hier echter graag mee verder! Ondersteuning bij optimalisatie en kleine inrichtingsvraagstukken. AFAS Support helpt je graag verder wanneer je in je dagelijkse werkzaamheden tegen een fout in de software aanloopt. Support biedt geen ondersteuning op inrichtingsvragen. Voor optimalisatie- én kleine inrichtingsvragen schakel je de Servicemanagers van AFAS in. Ze doen de inrichting voor jou of samen met jou. Zo dragen ze de kennis over en heb je ons de volgende keer niet meer nodig! Hoe werkt servicemanagement? 1. Je stuurt jouw aanvraag in via klant.afas.nl/aanmaken-aanvraag-servicemanagement. 2. De aanvraag wordt gekoppeld aan een servicemanager en je ontvangt een link om een afspraak in te plannen. Goed om te weten; Servicemanagement is een betaalde dienst. De kosten van een eerste afspraak zijn € 200,-. Deze kosten zijn voor het gesprek, de voorbereiding en de terugkoppeling. Afhankelijk van het verloop van het gesprek zullen ze direct aanpassingen doen om het vraagstuk op te lossen of eventuele vervolgafspraken plannen. In het geval van vervolggesprekken worden de kosten hiervan besproken. 3. Na afloop beoordeel je het geleverde werk van de servicemanager. Hierna wordt de factuur verstuurd. Alle informatie vind je ook op klant.afas.nl/servicemanagement. Om te voorkomen dat je deze vraag handmatig moet overnemen in een nieuwe aanvraag, kun je vanuit deze pagina direct je aanvraag bij servicemanagement inschieten. Het onderwerp en de toelichting worden dan automatisch overgenomen. Prettige dag nog! Met vriendelijke groet, Jasper Oud"
HRM,[Onboarden] De ingevulde waarde voor veld 'Cao' bestaat niet. Gebruik het zoekvenster om een waarde te selecteren.,"Probleembeschrijving: Tijdens testen van het onboarden lopen we tegen een melding aan dat CAO niet bestaat. Terwijl deze wel degelijk gevuld is en ook standaard onderdeel uit maakt van de omgeving, 6 VVT CAO. Waardoor ontstaat dit probleem en hoe lossen we het op? Aanvullende details: - Kun je bevestigen of de CAO '6 VVT CAO' correct is gekoppeld aan de betreffende medewerker(s)? - gebeurt tijdens onboarden proces. De medewerker was als PNIL'er in dienst en wordt nu vaste medewerker - Kun je aangeven of de CAO '6 VVT CAO' correct is geconfigureerd in de omgeving? - Het is kopie test omgeving op basis van de live - Kun je een screenshot delen van het scherm waar je deze melding ontvangt, inclusief de stappen die leiden tot deze foutmelding? - screenshots reeds toegevoegd als bijlage","Beste Ronald, We zijn hier verder ingedoken en wat we zien is dat na het genereren voor het document de actie lopend dienstverband conditioneel staat ingesteld. Bij de medewerker is de actie lopend dienstverband ingsteld op uit dienst melden. De uitdienst workflow wordt dus gestart. In het gekoppelde profiel voor de uitdienst zit een voorkeurswaarde op de cao voor waarde 1, deze bestaat niet. Dit hebben we aangepast naar 6 en nu komt de melding niet, echter komt er nu een melding van een controle in de uitdienst workflow. Deze ga jij zelf oplossen. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Daan Borgers Nog niet over op het nieuwe onboarden? De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
